Name,Pokedex Number,Types,Height,Weight,Abilities,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,BST,Moves
Dartrix,0723,"['Grass', 'Flying']",0.7 m (2′04″),16.0 kg (35.3 lbs),"['Overgrow', 'Long Reach']",78,75,75,70,70,52,420,"{'Sucker Punch', 'Air Cutter', 'Dual Wingbeat', 'Brave Bird', 'Confuse Ray', 'Giga Drain', 'Night Shade', 'Shadow Claw', 'Seed Bomb', 'Baton Pass', 'Grass Pledge', 'Rest', 'Knock Off', 'Leaf Storm', 'Sunny Day', 'Tailwind', 'Air Slash', 'Solar Beam', 'Growl', 'Leafage', 'Facade', 'Defog', 'Sleep Talk', 'Nasty Plot', 'Leaf Blade', 'Aerial Ace', 'Double Team', 'Peck', 'Swift', 'Helping Hand', 'Tera Blast', 'Razor Leaf', 'Feather Dance', 'False Swipe', 'Shadow Sneak', 'Endure', 'Substitute', 'Bullet Seed', 'Grass Knot', 'Rain Dance', 'Energy Ball', 'Pluck', 'Grassy Glide', 'Magical Leaf', 'Light Screen', 'Roost', 'Protect', 'Grassy Terrain', 'Tackle', 'Take Down', 'Haze', 'Synthesis', 'Trailblaze', 'Swords Dance', 'Astonish'}"
Decidueye,0724,"['Grass', 'Ghost']",1.6 m (5′03″),36.6 kg (80.7 lbs),"['Overgrow', 'Long Reach']",78,107,75,100,100,70,530,"{'Sucker Punch', 'Air Cutter', 'Dual Wingbeat', 'Spite', 'Brave Bird', 'Confuse Ray', 'Giga Drain', 'Frenzy Plant', 'Night Shade', 'Shadow Claw', 'Seed Bomb', 'Imprison', 'Baton Pass', 'Trailblaze', 'Rest', 'Grass Pledge', 'Knock Off', 'Low Kick', 'Curse', 'Leaf Storm', 'Giga Impact', 'Sunny Day', 'Hyper Beam', 'Tailwind', 'Phantom Force', 'Air Slash', 'Solar Beam', 'Growl', 'Hex', 'Leafage', 'Facade', 'Defog', 'Sleep Talk', 'Solar Blade', 'Nasty Plot', 'Skitter Smack', 'Leaf Blade', 'Aerial Ace', 'Poltergeist', 'Double Team', 'Peck', 'Smack Down', 'Swift', 'Hurricane', 'U-turn', 'Helping Hand', 'Tera Blast', 'Razor Leaf', 'Feather Dance', 'False Swipe', 'Shadow Sneak', 'Endure', 'Substitute', 'Bullet Seed', 'Grass Knot', 'Rain Dance', 'Acrobatics', 'Energy Ball', 'Pluck', 'Grassy Glide', 'Magical Leaf', 'Light Screen', 'Roost', 'Protect', 'Low Sweep', 'Shadow Ball', 'Grassy Terrain', 'Tackle', 'Take Down', 'Haze', 'Synthesis', 'Spirit Shackle', 'Swords Dance', 'Astonish'}"
Litten,0725,['Fire'],0.4 m (1′04″),4.3 kg (9.5 lbs),"['Blaze', 'Intimidate']",45,65,40,60,40,70,320,"{'Flame Charge', 'Power Trip', 'Shadow Claw', 'Outrage', 'Rest', 'Crunch', 'Heat Wave', 'Bulk Up', 'Will-O-Wisp', 'Sunny Day', 'Endeavor', 'Overheat', 'Thrash', 'Growl', 'Roar', 'Bite', 'Facade', 'Sleep Talk', 'Nasty Plot', 'Parting Shot', 'Fire Blast', 'Scary Face', 'Double Kick', 'Swagger', 'U-turn', 'Taunt', 'Helping Hand', 'Tera Blast', 'Double-Edge', 'Lick', 'Leech Life', 'Body Slam', 'Temper Flare', 'Endure', 'Substitute', 'Fake Out', 'Acrobatics', 'Fire Fang', 'Flamethrower', 'Protect', 'Fire Spin', 'Flare Blitz', 'Take Down', 'Scratch', 'Fire Pledge', 'Ember', 'Fury Swipes', 'Trailblaze', 'Swords Dance'}"
Torracat,0726,['Fire'],0.7 m (2′04″),25.0 kg (55.1 lbs),"['Blaze', 'Intimidate']",65,85,50,80,50,90,420,"{'Flame Charge', 'Shadow Claw', 'Outrage', 'Rest', 'Crunch', 'Heat Wave', 'Bulk Up', 'Will-O-Wisp', 'Sunny Day', 'Endeavor', 'Overheat', 'Thrash', 'Growl', 'Roar', 'Bite', 'Facade', 'Sleep Talk', 'Nasty Plot', 'Fire Blast', 'Scary Face', 'Double Kick', 'Swagger', 'U-turn', 'Taunt', 'Helping Hand', 'Tera Blast', 'Double-Edge', 'Lick', 'Leech Life', 'Body Slam', 'Temper Flare', 'Endure', 'Substitute', 'Acrobatics', 'Fire Fang', 'Flamethrower', 'Protect', 'Fire Spin', 'Flare Blitz', 'Take Down', 'Scratch', 'Fire Pledge', 'Ember', 'Fury Swipes', 'Trailblaze', 'Swords Dance'}"
Incineroar,0727,"['Fire', 'Dark']",1.8 m (5′11″),83.0 kg (183.0 lbs),"['Blaze', 'Intimidate']",95,115,90,80,90,60,530,"{'Shadow Claw', 'Low Kick', 'Burning Jealousy', 'Bulk Up', 'Thief', 'Brick Break', 'Overheat', 'Thrash', 'Bite', 'Earthquake', 'Fling', 'Double Kick', 'Double-Edge', 'Taunt', 'Heat Crash', 'Tera Blast', 'Bulldoze', 'Focus Blast', 'Endure', 'Acrobatics', 'Fire Spin', 'Flare Blitz', 'Scorching Sands', 'Swords Dance', 'Fire Punch', 'Thunder Punch', 'Hyper Beam', 'Endeavor', 'Close Combat', 'Sleep Talk', 'Nasty Plot', 'Throat Chop', 'Darkest Lariat', 'Helping Hand', 'Lick', 'Temper Flare', 'Fire Fang', 'Stomping Tantrum', 'Take Down', 'Fire Pledge', 'Baton Pass', 'Outrage', 'Trailblaze', 'Flame Charge', 'Rest', 'Knock Off', 'Heat Wave', 'Will-O-Wisp', 'Sunny Day', 'Blast Burn', 'Scary Face', 'Swagger', 'U-turn', 'Cross Chop', 'Leech Life', 'Focus Punch', 'Body Slam', 'Dark Pulse', 'Scratch', 'Iron Head', 'Crunch', 'Giga Impact', 'Roar', 'Growl', 'Facade', 'Drain Punch', 'Aerial Ace', 'Reversal', 'Fire Blast', 'Snarl', 'Substitute', 'Lash Out', 'Flamethrower', 'Protect', 'Low Sweep', 'Ember', 'Fury Swipes'}"
Popplio,0728,['Water'],0.4 m (1′04″),7.5 kg (16.5 lbs),"['Torrent', 'Liquid Voice']",50,54,54,66,56,40,320,"{'Flip Turn', 'Water Gun', 'Pound', 'Hydro Pump', 'Water Pulse', 'Rest', 'Hyper Voice', 'Disarming Voice', 'Triple Axel', 'Moonblast', 'Whirlpool', 'Growl', 'Baby-Doll Eyes', 'Ice Beam', 'Facade', 'Sleep Talk', 'Amnesia', 'Water Pledge', 'Blizzard', 'Life Dew', 'Bubble Beam', 'Swift', 'Icy Wind', 'Helping Hand', 'Tera Blast', 'Sing', 'Perish Song', 'Waterfall', 'Endure', 'Substitute', 'Aqua Ring', 'Surf', 'Misty Terrain', 'Draining Kiss', 'Ice Spinner', 'Rain Dance', 'Acrobatics', 'Chilling Water', 'Protect', 'Encore', 'Charm', 'Play Rough', 'Uproar', 'Aqua Jet'}"
Brionne,0729,['Water'],0.6 m (2′00″),17.5 kg (38.6 lbs),"['Torrent', 'Liquid Voice']",60,69,69,91,81,50,420,"{'Flip Turn', 'Water Gun', 'Pound', 'Hydro Pump', 'Water Pulse', 'Rest', 'Hyper Voice', 'Disarming Voice', 'Triple Axel', 'Moonblast', 'Whirlpool', 'Growl', 'Baby-Doll Eyes', 'Ice Beam', 'Facade', 'Sleep Talk', 'Amnesia', 'Water Pledge', 'Blizzard', 'Bubble Beam', 'Swift', 'Icy Wind', 'Helping Hand', 'Tera Blast', 'Sing', 'Body Slam', 'Waterfall', 'Endure', 'Substitute', 'Surf', 'Misty Terrain', 'Draining Kiss', 'Ice Spinner', 'Rain Dance', 'Acrobatics', 'Chilling Water', 'Protect', 'Encore', 'Charm', 'Play Rough', 'Uproar', 'Aqua Jet'}"
Primarina,0730,"['Water', 'Fairy']",1.8 m (5′11″),44.0 kg (97.0 lbs),"['Torrent', 'Liquid Voice']",80,74,74,126,116,60,530,"{'Psychic Noise', 'Calm Mind', 'Flip Turn', 'Water Gun', 'Pound', 'Hydro Pump', 'Water Pulse', 'Rest', 'Hyper Voice', 'Giga Impact', 'Disarming Voice', 'Triple Axel', 'Reflect', 'Moonblast', 'Hyper Beam', 'Whirlpool', 'Growl', 'Baby-Doll Eyes', 'Ice Beam', 'Facade', 'Sleep Talk', 'Liquidation', 'Amnesia', 'Blizzard', 'Water Pledge', 'Bubble Beam', 'Swift', 'Psychic', 'Dazzling Gleam', 'Misty Explosion', 'Icy Wind', 'Helping Hand', 'Hydro Cannon', 'Tera Blast', 'Psych Up', 'Sing', 'Body Slam', 'Waterfall', 'Endure', 'Substitute', 'Alluring Voice', 'Surf', 'Misty Terrain', 'Draining Kiss', 'Ice Spinner', 'Energy Ball', 'Rain Dance', 'Acrobatics', 'Chilling Water', 'Light Screen', 'Protect', 'Shadow Ball', 'Weather Ball', 'Encore', 'Charm', 'Stored Power', 'Haze', 'Snowscape', 'Play Rough', 'Sparkling Aria', 'Uproar', 'Aqua Jet'}"
Pikipek,0731,"['Normal', 'Flying']",0.3 m (1′00″),1.2 kg (2.6 lbs),"['Keen Eye', 'Skill Link', 'Pickup']",35,75,30,30,30,65,265,"{'Air Cutter', 'Dual Wingbeat', 'Flame Charge', 'Brave Bird', 'Fury Attack', 'Rock Smash', 'Rest', 'Hyper Voice', 'Boomburst', 'Knock Off', 'Heat Wave', 'Thief', 'Sunny Day', 'Brick Break', 'Endeavor', 'Tailwind', 'Air Slash', 'Growl', 'Facade', 'Sleep Talk', 'Echoed Voice', 'Aerial Ace', 'Screech', 'Peck', 'Smack Down', 'U-turn', 'Helping Hand', 'Tera Blast', 'Drill Peck', 'Feather Dance', 'Sky Attack', 'Endure', 'Substitute', 'Bullet Seed', 'Gunk Shot', 'Acrobatics', 'Fly', 'Pluck', 'Roost', 'Protect', 'Take Down', 'Supersonic', 'Swords Dance', 'Uproar'}"
Trumbeak,0732,"['Normal', 'Flying']",0.6 m (2′00″),14.8 kg (32.6 lbs),"['Keen Eye', 'Skill Link', 'Pickup']",55,85,50,40,50,75,355,"{'Air Cutter', 'Dual Wingbeat', 'Flame Charge', 'Brave Bird', 'Fury Attack', 'Rock Smash', 'Rest', 'Hyper Voice', 'Knock Off', 'Heat Wave', 'Thief', 'Sunny Day', 'Brick Break', 'Endeavor', 'Tailwind', 'Air Slash', 'Growl', 'Facade', 'Sleep Talk', 'Echoed Voice', 'Aerial Ace', 'Screech', 'Peck', 'Smack Down', 'Swift', 'U-turn', 'Helping Hand', 'Tera Blast', 'Drill Peck', 'Rock Blast', 'Feather Dance', 'Endure', 'Substitute', 'Bullet Seed', 'Fly', 'Acrobatics', 'Gunk Shot', 'Pluck', 'Roost', 'Protect', 'Take Down', 'Supersonic', 'Swords Dance', 'Uproar'}"
Toucannon,0733,"['Normal', 'Flying']",1.1 m (3′07″),26.0 kg (57.3 lbs),"['Keen Eye', 'Skill Link', 'Sheer Force']",80,120,75,75,75,60,485,"{'Air Cutter', 'Dual Wingbeat', 'Flame Charge', 'Brave Bird', 'Seed Bomb', 'Fury Attack', 'Rock Smash', 'Rest', 'Hyper Voice', 'Knock Off', 'Heat Wave', 'Thief', 'Giga Impact', 'Sunny Day', 'Brick Break', 'Hyper Beam', 'Tailwind', 'Endeavor', 'Air Slash', 'Overheat', 'Growl', 'Facade', 'Sleep Talk', 'Echoed Voice', 'Throat Chop', 'Aerial Ace', 'Screech', 'Scary Face', 'Peck', 'Smack Down', 'Swift', 'Hurricane', 'U-turn', 'Beak Blast', 'Helping Hand', 'Tera Blast', 'Drill Peck', 'Psych Up', 'Rock Blast', 'Feather Dance', 'Temper Flare', 'Endure', 'Substitute', 'Bullet Seed', 'Fly', 'Acrobatics', 'Gunk Shot', 'Pluck', 'Roost', 'Protect', 'Flash Cannon', 'Encore', 'Take Down', 'Supersonic', 'Swords Dance', 'Uproar'}"
Yungoos,0734,['Normal'],0.4 m (1′04″),6.0 kg (13.2 lbs),"['Strong Jaw', 'Stakeout', 'Adaptability']",48,70,30,30,30,45,253,"{'Sand Attack', 'Seed Bomb', 'Rest', 'Dig', 'Crunch', 'Leer', 'Thief', 'Sunny Day', 'Endeavor', 'Rock Tomb', 'Work Up', 'Thrash', 'Bite', 'Facade', 'Super Fang', 'Sleep Talk', 'Reversal', 'Scary Face', 'Double-Edge', 'U-turn', 'Taunt', 'Helping Hand', 'Tera Blast', 'Bulldoze', 'Mud Shot', 'Zen Headbutt', 'Thunder Fang', 'Psychic Fangs', 'Endure', 'Substitute', 'Rain Dance', 'Fire Fang', 'Chilling Water', 'Sandstorm', 'Stomping Tantrum', 'Yawn', 'Protect', 'Tackle', 'Take Down', 'Mud-Slap', 'Ice Fang', 'Trailblaze', 'Payback', 'Last Resort', 'Wild Charge'}"
Gumshoos,0735,['Normal'],0.7 m (2′04″),14.2 kg (31.3 lbs),"['Strong Jaw', 'Stakeout', 'Adaptability']",88,110,60,55,60,45,418,"{'Sand Attack', 'Seed Bomb', 'Curse', 'Rest', 'Dig', 'Iron Head', 'Crunch', 'Fire Punch', 'Knock Off', 'Leer', 'Thief', 'Thunder Punch', 'Sunny Day', 'Giga Impact', 'Endeavor', 'Hyper Beam', 'Rock Tomb', 'Work Up', 'Thrash', 'Roar', 'Bite', 'Facade', 'Super Fang', 'Sleep Talk', 'Earthquake', 'Reversal', 'Scary Face', 'Fling', 'Double-Edge', 'U-turn', 'Ice Punch', 'Taunt', 'Helping Hand', 'Tera Blast', 'Bulldoze', 'Mud Shot', 'Zen Headbutt', 'Body Slam', 'Thunder Fang', 'Focus Punch', 'Psychic Fangs', 'Endure', 'Substitute', 'Rain Dance', 'Fire Fang', 'Chilling Water', 'Sandstorm', 'Stomping Tantrum', 'Yawn', 'Low Sweep', 'Protect', 'Tackle', 'Take Down', 'Mud-Slap', 'Ice Fang', 'Trailblaze', 'Payback', 'Last Resort', 'Wild Charge'}"
Grubbin,0736,['Bug'],0.4 m (1′04″),4.4 kg (9.7 lbs),['Swarm'],47,62,45,55,45,46,300,"{'Charge Beam', 'Dig', 'Sticky Web', 'Rest', 'Crunch', 'X-Scissor', 'Bug Bite', 'Pounce', 'Struggle Bug', 'Bite', 'Facade', 'Sleep Talk', 'Discharge', 'Volt Switch', 'Thunderbolt', 'Skitter Smack', 'Tera Blast', 'String Shot', 'Harden', 'Mud Shot', 'Vise Grip', 'Lunge', 'Endure', 'Substitute', 'Electroweb', 'Poison Jab', 'Rain Dance', 'Light Screen', 'Protect', 'Spark', 'Take Down', 'Mud-Slap', 'Baton Pass', 'Electric Terrain', 'Charge', 'Thunder Wave', 'Wild Charge'}"
Charjabug,0737,"['Bug', 'Electric']",0.5 m (1′08″),10.5 kg (23.1 lbs),['Battery'],57,82,95,55,75,36,400,"{'Charge Beam', 'Iron Defense', 'Dig', 'Sticky Web', 'Rest', 'Crunch', 'Electro Ball', 'X-Scissor', 'Bug Bite', 'Pounce', 'Struggle Bug', 'Bite', 'Facade', 'Sleep Talk', 'Discharge', 'Volt Switch', 'Thunderbolt', 'Skitter Smack', 'Tera Blast', 'String Shot', 'Mud Shot', 'Vise Grip', 'Lunge', 'Eerie Impulse', 'Endure', 'Substitute', 'Electroweb', 'Poison Jab', 'Rain Dance', 'Light Screen', 'Protect', 'Spark', 'Thunder', 'Take Down', 'Mud-Slap', 'Baton Pass', 'Electric Terrain', 'Charge', 'Thunder Wave', 'Wild Charge'}"
Vikavolt,0738,"['Bug', 'Electric']",1.5 m (4′11″),45.0 kg (99.2 lbs),['Levitate'],77,70,90,145,75,43,500,"{'Supercell Slam', 'Charge Beam', 'Iron Defense', 'Dig', 'Sticky Web', 'Rest', 'Crunch', 'Electro Ball', 'X-Scissor', 'Giga Impact', 'Hyper Beam', 'Air Slash', 'Bug Bite', 'Pounce', 'Struggle Bug', 'Solar Beam', 'Zap Cannon', 'Bite', 'Facade', 'Sleep Talk', 'Discharge', 'Thunderbolt', 'Volt Switch', 'Skitter Smack', 'Swift', 'Tera Blast', 'String Shot', 'Bulldoze', 'Mud Shot', 'Vise Grip', 'Bug Buzz', 'Lunge', 'Eerie Impulse', 'Endure', 'Substitute', 'Electroweb', 'Guillotine', 'Poison Jab', 'Fly', 'Acrobatics', 'Rain Dance', 'Energy Ball', 'Light Screen', 'Protect', 'Spark', 'Agility', 'Flash Cannon', 'Thunder', 'Take Down', 'Mud-Slap', 'Baton Pass', 'Electric Terrain', 'Charge', 'Thunder Wave', 'Wild Charge'}"
Crabrawler,0739,['Fighting'],0.6 m (2′00″),7.0 kg (15.4 lbs),"['Hyper Cutter', 'Iron Fist', 'Anger Point']",47,82,57,42,47,63,338,"{'Wide Guard', 'Dynamic Punch', 'Rock Smash', 'Iron Defense', 'Dig', 'Rest', 'Iron Head', 'Knock Off', 'Coaching', 'Leer', 'Thief', 'Bulk Up', 'Brick Break', 'Sunny Day', 'Endeavor', 'Thunder Punch', 'Rock Tomb', 'Close Combat', 'Slam', 'Rock Slide', 'Facade', 'Sleep Talk', 'Drain Punch', 'Liquidation', 'Amnesia', 'Earthquake', 'Upper Hand', 'Reversal', 'Crabhammer', 'Bubble Beam', 'Fling', 'Swift', 'Helping Hand', 'Ice Punch', 'Tera Blast', 'Bulldoze', 'Mud Shot', 'Vise Grip', 'Focus Punch', 'Zen Headbutt', 'Body Slam', 'Focus Blast', 'Endure', 'Substitute', 'Rain Dance', 'Gunk Shot', 'Chilling Water', 'Stomping Tantrum', 'Protect', 'Take Down', 'Mud-Slap', 'Superpower', 'Payback'}"
Crabominable,0740,"['Fighting', 'Ice']",1.7 m (5′07″),180.0 kg (396.8 lbs),"['Hyper Cutter', 'Iron Fist', 'Anger Point']",97,132,77,62,67,43,478,"{'Wide Guard', 'Dynamic Punch', 'Rock Smash', 'Avalanche', 'Iron Defense', 'Dig', 'Rest', 'Iron Head', 'Knock Off', 'Leer', 'Coaching', 'Thief', 'Bulk Up', 'Brick Break', 'Sunny Day', 'Endeavor', 'Thunder Punch', 'Rock Tomb', 'Giga Impact', 'Hyper Beam', 'Close Combat', 'Slam', 'Rock Slide', 'Ice Beam', 'Facade', 'Sleep Talk', 'Drain Punch', 'Liquidation', 'Amnesia', 'Blizzard', 'Earthquake', 'Hard Press', 'Reversal', 'Upper Hand', 'Bubble Beam', 'Scary Face', 'Fling', 'Swift', 'Icy Wind', 'Ice Punch', 'Helping Hand', 'Tera Blast', 'Bulldoze', 'Mud Shot', 'Focus Punch', 'Zen Headbutt', 'Body Slam', 'Focus Blast', 'Endure', 'Substitute', 'Ice Spinner', 'Rain Dance', 'Gunk Shot', 'Chilling Water', 'Stomping Tantrum', 'Protect', 'Take Down', 'Mud-Slap', 'Superpower', 'Body Press', 'Snowscape', 'Ice Hammer'}"
Oricorio,0741,"['Fire', 'Flying']",0.6 m (2′00″),3.4 kg (7.5 lbs),['Dancer'],75,70,70,98,70,93,476,"{'Air Cutter', 'Dual Wingbeat', 'Calm Mind', 'Pound', 'Rest', 'Sunny Day', 'Tailwind', 'Air Slash', 'Flatter', 'Growl', 'Facade', 'Defog', 'Sleep Talk', 'Revelation Dance', 'Aerial Ace', 'Reversal', 'Peck', 'Attract', 'Swift', 'Hurricane', 'Helping Hand', 'Icy Wind', 'U-turn', 'Taunt', 'Tera Blast', 'Psych Up', 'Quiver Dance', 'Feather Dance', 'Endure', 'Substitute', 'Alluring Voice', 'Rain Dance', 'Acrobatics', 'Fly', 'Pluck', 'Sandstorm', 'Roost', 'Protect', 'Teeter Dance', 'Agility', 'Safeguard', 'Take Down', 'Charm', 'Baton Pass', 'Trailblaze', 'Swords Dance'}"
Cutiefly,0742,"['Bug', 'Fairy']",0.1 m (0′04″),0.2 kg (0.4 lbs),"['Honey Gather', 'Shield Dust', 'Sweet Veil']",40,45,40,55,40,84,304,"{'Calm Mind', 'Imprison', 'Rest', 'Sticky Web', 'Thief', 'Sunny Day', 'Fairy Wind', 'Reflect', 'Moonblast', 'Tailwind', 'Absorb', 'Pollen Puff', 'Switcheroo', 'Struggle Bug', 'Pounce', 'Bug Bite', 'Facade', 'Sleep Talk', 'Skill Swap', 'Skitter Smack', 'Swift', 'Covet', 'Dazzling Gleam', 'Psychic', 'U-turn', 'Helping Hand', 'Psych Up', 'Tera Blast', 'Leech Life', 'Sweet Scent', 'Quiver Dance', 'Bug Buzz', 'Stun Spore', 'Fake Tears', 'Endure', 'Substitute', 'Draining Kiss', 'Grass Knot', 'Energy Ball', 'Acrobatics', 'Trick', 'Magical Leaf', 'Light Screen', 'Protect', 'Charm', 'Baton Pass', 'Trailblaze', 'Play Rough', 'Aromatic Mist'}"
Ribombee,0743,"['Bug', 'Fairy']",0.2 m (0′08″),0.5 kg (1.1 lbs),"['Honey Gather', 'Shield Dust', 'Sweet Veil']",60,55,60,95,70,124,464,"{'Dual Wingbeat', 'Psychic Noise', 'Calm Mind', 'Imprison', 'Rest', 'Thief', 'Giga Impact', 'Sunny Day', 'Fairy Wind', 'Reflect', 'Tailwind', 'Hyper Beam', 'Absorb', 'Pollen Puff', 'Switcheroo', 'Struggle Bug', 'Pounce', 'Solar Beam', 'Bug Bite', 'Facade', 'Sleep Talk', 'Skill Swap', 'Skitter Smack', 'Swift', 'Covet', 'Dazzling Gleam', 'Psychic', 'U-turn', 'Helping Hand', 'Psych Up', 'Tera Blast', 'Leech Life', 'Sweet Scent', 'Quiver Dance', 'Bug Buzz', 'Lunge', 'Stun Spore', 'Fake Tears', 'Endure', 'Substitute', 'Alluring Voice', 'Draining Kiss', 'Grass Knot', 'Energy Ball', 'Acrobatics', 'Trick', 'Magical Leaf', 'Light Screen', 'Protect', 'Agility', 'Take Down', 'Charm', 'Stored Power', 'Baton Pass', 'Trailblaze', 'Play Rough'}"
Rockruff,0744,['Rock'],0.5 m (1′08″),9.2 kg (20.3 lbs),"['Keen Eye', 'Vital Spirit', 'Steadfast']",45,65,40,30,40,60,280,"{'Sucker Punch', 'Sand Attack', 'Iron Defense', 'Dig', 'Rest', 'Iron Head', 'Crunch', 'Hyper Voice', 'Leer', 'Endeavor', 'Stone Edge', 'Rock Tomb', 'Thrash', 'Roar', 'Bite', 'Rock Slide', 'Facade', 'Sleep Talk', 'Double Team', 'Scary Face', 'Snarl', 'Earth Power', 'Stealth Rock', 'Double-Edge', 'Helping Hand', 'Taunt', 'Tera Blast', 'Bulldoze', 'Zen Headbutt', 'Body Slam', 'Thunder Fang', 'Psychic Fangs', 'Endure', 'Substitute', 'Howl', 'Fire Fang', 'Sandstorm', 'Stomping Tantrum', 'Rock Throw', 'Protect', 'Tackle', 'Take Down', 'Charm', 'Mud-Slap', 'Trailblaze', 'Play Rough', 'Last Resort', 'Swords Dance'}"
Lycanroc,0745,['Rock'],0.8 m (2′07″),25.0 kg (55.1 lbs),"['Keen Eye', 'Sand Rush', 'Steadfast']",75,115,65,55,65,112,487,"{'Sucker Punch', 'Quick Attack', 'Drill Run', 'Sand Attack', 'Quick Guard', 'Iron Defense', 'Dig', 'Rest', 'Iron Head', 'Crunch', 'Hyper Voice', 'Leer', 'Bulk Up', 'Giga Impact', 'Sunny Day', 'Brick Break', 'Endeavor', 'Stone Edge', 'Rock Tomb', 'Close Combat', 'Thrash', 'Roar', 'Bite', 'Rock Slide', 'Facade', 'Sleep Talk', 'Double Team', 'Scary Face', 'Snarl', 'Earth Power', 'Swift', 'Stealth Rock', 'Double-Edge', 'Helping Hand', 'Taunt', 'Tera Blast', 'Bulldoze', 'Rock Blast', 'Zen Headbutt', 'Body Slam', 'Thunder Fang', 'Psychic Fangs', 'Endure', 'Substitute', 'Howl', 'Fire Fang', 'Sandstorm', 'Stomping Tantrum', 'Rock Throw', 'Protect', 'Agility', 'Tackle', 'Accelerock', 'Take Down', 'Charm', 'Mud-Slap', 'Trailblaze', 'Play Rough', 'Last Resort', 'Swords Dance'}"
Wishiwashi,0746,['Water'],0.2 m (0′08″),0.3 kg (0.7 lbs),['Schooling'],45,20,20,25,25,40,175,"{'Scale Shot', 'Flip Turn', 'Water Gun', 'Hydro Pump', 'Water Pulse', 'Rest', 'Tearful Look', 'Iron Tail', 'Hail', 'Endeavor', 'Whirlpool', 'Growl', 'Ice Beam', 'Scald', 'Facade', 'Sleep Talk', 'Liquidation', 'Earthquake', 'Soak', 'Attract', 'Muddy Water', 'Double-Edge', 'Helping Hand', 'Mist', 'U-turn', 'Beat Up', 'Bulldoze', 'Mud Shot', 'Waterfall', 'Substitute', 'Endure', 'Brine', 'Aqua Ring', 'Snore', 'Surf', 'Rain Dance', 'Aqua Tail', 'Protect', 'Round', 'Dive', 'Take Down', 'Uproar'}"
Mareanie,0747,"['Poison', 'Water']",0.4 m (1′04″),8.0 kg (17.6 lbs),"['Merciless', 'Limber', 'Regenerator']",50,53,62,43,52,45,305,"{'Wide Guard', 'Swallow', 'Hydro Pump', 'Water Pulse', 'Iron Defense', 'Rest', 'Poison Sting', 'Pain Split', 'Recover', 'Toxic Spikes', 'Acid Spray', 'Pounce', 'Bite', 'Ice Beam', 'Liquidation', 'Spit Up', 'Facade', 'Sleep Talk', 'Blizzard', 'Sludge Wave', 'Peck', 'Muddy Water', 'Toxic', 'Icy Wind', 'Tera Blast', 'Venoshock', 'Mud Shot', 'Lunge', 'Endure', 'Substitute', 'Stockpile', 'Pin Missile', 'Surf', 'Ice Spinner', 'Poison Jab', 'Rain Dance', 'Gunk Shot', 'Chilling Water', 'Sludge Bomb', 'Protect', 'Infestation', 'Haze'}"
Toxapex,0748,"['Poison', 'Water']",0.7 m (2′04″),14.5 kg (32.0 lbs),"['Merciless', 'Limber', 'Regenerator']",50,63,152,53,142,35,495,"{'Wide Guard', 'Swallow', 'Hydro Pump', 'Water Pulse', 'Iron Defense', 'Rest', 'Poison Sting', 'Pain Split', 'Recover', 'Giga Impact', 'Hyper Beam', 'Toxic Spikes', 'Acid Spray', 'Pounce', 'Bite', 'Hex', 'Ice Beam', 'Liquidation', 'Spit Up', 'Facade', 'Sleep Talk', 'Blizzard', 'Sludge Wave', 'Scary Face', 'Peck', 'Smack Down', 'Toxic', 'Muddy Water', 'Icy Wind', 'Tera Blast', 'Venoshock', 'Mud Shot', 'Body Slam', 'Lunge', 'Endure', 'Substitute', 'Stockpile', 'Pin Missile', 'Surf', 'Ice Spinner', 'Poison Jab', 'Rain Dance', 'Gunk Shot', 'Chilling Water', 'Sludge Bomb', 'Protect', 'Infestation', 'Haze', 'Baneful Bunker'}"
Mudbray,0749,['Ground'],1.0 m (3′03″),110.0 kg (242.5 lbs),"['Own Tempo', 'Stamina', 'Inner Focus']",70,100,70,45,55,45,385,"{'High Horsepower', 'Curse', 'Iron Defense', 'Rock Smash', 'Rest', 'Stomp', 'Iron Head', 'Low Kick', 'Sunny Day', 'Endeavor', 'Stone Edge', 'Rock Tomb', 'Fissure', 'Close Combat', 'Heavy Slam', 'Roar', 'Rock Slide', 'Strength', 'Facade', 'Sleep Talk', 'Earthquake', 'Smack Down', 'Earth Power', 'Double Kick', 'Double-Edge', 'Stealth Rock', 'Tera Blast', 'Bulldoze', 'Counter', 'Body Slam', 'Endure', 'Substitute', 'Sandstorm', 'Stomping Tantrum', 'Mega Kick', 'Low Sweep', 'Protect', 'Take Down', 'Sand Tomb', 'Mud-Slap', 'Superpower'}"
